guard_error_rate,confidence_mode,confidence_threshold,method,rows,mean_cost,mean_failures,mean_representation_size,mean_gcs_cost,mean_replan_cost,delta_vs_replan
0.2,underconfident,0.55,gcs_thresholded,10,97.027,4.9875,299.97,82.406,108.8,-11.773
0.2,underconfident,0.55,replan_on_failure,10,108.8,6.8,64.0,82.406,108.8,0.0
0.2,underconfident,0.7,gcs_eager,10,88.472,3.4375,272.9,88.472,112.2,-23.728
0.2,underconfident,0.7,gcs_lazy,10,85.172,2.9875,300.19,88.472,112.2,-27.028
0.2,underconfident,0.7,gcs_robust,10,79.041,1.65,327.48,88.472,112.2,-33.159
0.2,underconfident,0.7,gcs_thresholded,10,98.625,5.1625,300.19,88.472,112.2,-13.575
0.2,underconfident,0.7,replan_on_failure,10,112.2,7.075,64.0,88.472,112.2,0.0
0.2,underconfident,0.85,gcs_eager,10,83.247,2.6875,272.9,83.247,110.725,-27.478
0.2,underconfident,0.85,gcs_lazy,10,85.747,3.0625,300.19,83.247,110.725,-24.978
0.2,underconfident,0.85,gcs_robust,10,80.491,1.9125,327.48,83.247,110.725,-30.234
0.2,underconfident,0.85,gcs_thresholded,10,99.375,5.3125,300.19,83.247,110.725,-11.35
0.2,underconfident,0.85,replan_on_failure,10,110.725,6.975,64.0,83.247,110.725,0.0
0.4,adversarial,0.55,gcs_eager,10,104.039,5.7125,272.8,104.039,111.4,-7.361
0.4,adversarial,0.55,gcs_lazy,10,103.864,5.6625,300.08,104.039,111.4,-7.536
0.4,adversarial,0.55,gcs_robust,10,102.142,5.0125,327.36,104.039,111.4,-9.258
0.4,adversarial,0.55,gcs_thresholded,10,104.939,5.8125,300.08,104.039,111.4,-6.461
0.4,adversarial,0.55,replan_on_failure,10,111.4,6.9625,64.0,104.039,111.4,0.0
0.4,adversarial,0.7,gcs_eager,10,102.915,5.625,272.5,102.915,111.775,-8.86
0.4,adversarial,0.7,gcs_lazy,10,103.765,5.7,299.75,102.915,111.775,-8.01
0.4,adversarial,0.7,gcs_robust,10,100.37,4.8375,327.0,102.915,111.775,-11.405
0.4,adversarial,0.7,gcs_thresholded,10,80.068,2.35,299.75,102.915,111.775,-31.707
0.4,adversarial,0.7,replan_on_failure,10,111.775,7.025,64.0,102.915,111.775,0.0
0.4,adversarial,0.85,gcs_eager,10,105.122,6.025,272.9,105.122,109.85,-4.728
0.4,adversarial,0.85,gcs_lazy,10,103.897,5.8625,300.19,105.122,109.85,-5.953
0.4,adversarial,0.85,gcs_robust,10,101.216,5.0625,327.48,105.122,109.85,-8.634
0.4,adversarial,0.85,gcs_thresholded,10,80.283,2.4,300.19,105.122,109.85,-29.567
0.4,adversarial,0.85,replan_on_failure,10,109.85,6.95,64.0,105.122,109.85,0.0
0.4,calibrated,0.55,gcs_eager,10,105.58,5.825,273.0,105.58,112.175,-6.595
0.4,calibrated,0.55,gcs_lazy,10,104.905,5.7375,300.3,105.58,112.175,-7.27
0.4,calibrated,0.55,gcs_robust,10,100.89,4.75,327.6,105.58,112.175,-11.285
0.4,calibrated,0.55,gcs_thresholded,10,109.698,6.4,300.3,105.58,112.175,-2.477
0.4,calibrated,0.55,replan_on_failure,10,112.175,6.9625,64.0,105.58,112.175,0.0
0.4,calibrated,0.7,gcs_eager,10,102.972,5.575,272.9,102.972,108.525,-5.553
0.4,calibrated,0.7,gcs_lazy,10,106.547,6.15,300.19,102.972,108.525,-1.978
0.4,calibrated,0.7,gcs_robust,10,99.741,4.8125,327.48,102.972,108.525,-8.784
0.4,calibrated,0.7,gcs_thresholded,10,104.998,6.1375,300.19,102.972,108.525,-3.527
0.4,calibrated,0.7,replan_on_failure,10,108.525,6.6375,64.0,102.972,108.525,0.0
0.4,calibrated,0.85,gcs_eager,10,103.606,5.6625,272.7,103.606,109.75,-6.144
0.4,calibrated,0.85,gcs_lazy,10,101.956,5.4125,299.97,103.606,109.75,-7.794
0.4,calibrated,0.85,gcs_robust,10,102.068,5.1125,327.24,103.606,109.75,-7.682
0.4,calibrated,0.85,gcs_thresholded,10,99.375,5.225,299.97,103.606,109.75,-10.375
0.4,calibrated,0.85,replan_on_failure,10,109.75,6.8125,64.0,103.606,109.75,0.0
0.4,overconfident,0.55,gcs_eager,10,105.289,5.9875,272.8,105.289,110.2,-4.911
0.4,overconfident,0.55,gcs_lazy,10,107.039,6.2125,300.08,105.289,110.2,-3.161
0.4,overconfident,0.55,gcs_robust,10,104.442,5.425,327.36,105.289,110.2,-5.758
0.4,overconfident,0.55,gcs_thresholded,10,106.239,6.1,300.08,105.289,110.2,-3.961
0.4,overconfident,0.55,replan_on_failure,10,110.2,6.8875,64.0,105.289,110.2,0.0
0.4,overconfident,0.7,gcs_eager,10,100.723,5.3,272.6,100.723,111.65,-10.927
0.4,overconfident,0.7,gcs_lazy,10,103.048,5.6625,299.86,100.723,111.65,-8.602
0.4,overconfident,0.7,gcs_robust,10,101.819,5.05,327.12,100.723,111.65,-9.831
0.4,overconfident,0.7,gcs_thresholded,10,99.798,5.1875,299.86,100.723,111.65,-11.852
0.4,overconfident,0.7,replan_on_failure,10,111.65,7.075,64.0,100.723,111.65,0.0
0.4,overconfident,0.85,gcs_eager,10,104.064,5.9,272.8,104.064,110.775,-6.711
0.4,overconfident,0.85,gcs_lazy,10,102.039,5.5875,300.08,104.064,110.775,-8.736
0.4,overconfident,0.85,gcs_robust,10,103.167,5.3875,327.36,104.064,110.775,-7.608
0.4,overconfident,0.85,gcs_thresholded,10,100.939,5.4375,300.08,104.064,110.775,-9.836
0.4,overconfident,0.85,replan_on_failure,10,110.775,7.125,64.0,104.064,110.775,0.0
0.4,underconfident,0.55,gcs_eager,10,102.948,5.625,272.6,102.948,110.5,-7.552
0.4,underconfident,0.55,gcs_lazy,10,104.823,5.9125,299.86,102.948,110.5,-5.677
0.4,underconfident,0.55,gcs_robust,10,99.569,4.7125,327.12,102.948,110.5,-10.931
0.4,underconfident,0.55,gcs_thresholded,10,102.525,5.65,299.86,102.948,110.5,-7.975
0.4,underconfident,0.55,replan_on_failure,10,110.5,6.9625,64.0,102.948,110.5,0.0
0.4,underconfident,0.7,gcs_eager,10,103.172,5.775,272.9,103.172,111.675,-8.503
0.4,underconfident,0.7,gcs_lazy,10,103.897,5.9,300.19,103.172,111.675,-7.778
0.4,underconfident,0.7,gcs_robust,10,100.966,5.0375,327.48,103.172,111.675,-10.709
0.4,underconfident,0.7,gcs_thresholded,10,98.45,5.2875,300.19,103.172,111.675,-13.225
0.4,underconfident,0.7,replan_on_failure,10,111.675,7.2375,64.0,103.172,111.675,0.0
0.4,underconfident,0.85,gcs_eager,10,105.065,5.7875,272.5,105.065,112.3,-7.235
0.4,underconfident,0.85,gcs_lazy,10,103.64,5.5375,299.75,105.065,112.3,-8.66
0.4,underconfident,0.85,gcs_robust,10,104.27,5.25,327.0,105.065,112.3,-8.03
0.4,underconfident,0.85,gcs_thresholded,10,99.725,5.25,299.75,105.065,112.3,-12.575
0.4,underconfident,0.85,replan_on_failure,10,112.3,6.9875,64.0,105.065,112.3,0.0
0.6,adversarial,0.55,gcs_eager,10,119.606,8.2875,272.7,119.606,110.575,9.031
0.6,adversarial,0.55,gcs_lazy,10,121.306,8.55,299.97,119.606,110.575,10.731
0.6,adversarial,0.55,gcs_robust,10,126.343,8.8875,327.24,119.606,110.575,15.768
0.6,adversarial,0.55,gcs_thresholded,10,119.056,8.175,299.97,119.606,110.575,8.481
0.6,adversarial,0.55,replan_on_failure,10,110.575,7.05,64.0,119.606,110.575,0.0
0.6,adversarial,0.7,gcs_eager,10,120.623,8.1875,272.6,120.623,108.55,12.073
0.6,adversarial,0.7,gcs_lazy,10,119.173,7.9875,299.86,120.623,108.55,10.623
0.6,adversarial,0.7,gcs_robust,10,127.719,8.8625,327.12,120.623,108.55,19.169
0.6,adversarial,0.7,gcs_thresholded,10,89.051,3.6125,299.86,120.623,108.55,-19.499
0.6,adversarial,0.7,replan_on_failure,10,108.55,6.6125,64.0,120.623,108.55,0.0
0.6,adversarial,0.85,gcs_eager,10,119.997,8.35,272.9,119.997,110.825,9.172
0.6,adversarial,0.85,gcs_lazy,10,117.847,7.9375,300.19,119.997,110.825,7.022
0.6,adversarial,0.85,gcs_robust,10,126.791,8.9375,327.48,119.997,110.825,15.966
0.6,adversarial,0.85,gcs_thresholded,10,88.71,3.6375,300.19,119.997,110.825,-22.115
0.6,adversarial,0.85,replan_on_failure,10,110.825,7.1125,64.0,119.997,110.825,0.0
0.6,calibrated,0.55,gcs_eager,10,121.464,8.4875,272.8,121.464,108.75,12.714
0.6,calibrated,0.55,gcs_lazy,10,120.264,8.325,300.08,121.464,108.75,11.514
0.6,calibrated,0.55,gcs_robust,10,126.092,8.775,327.36,121.464,108.75,17.342
0.6,calibrated,0.55,gcs_thresholded,10,119.368,8.175,300.08,121.464,108.75,10.618
0.6,calibrated,0.55,replan_on_failure,10,108.75,6.7625,64.0,121.464,108.75,0.0
0.6,calibrated,0.7,gcs_eager,10,122.814,8.425,272.8,122.814,110.425,12.389
0.6,calibrated,0.7,gcs_lazy,10,121.414,8.275,300.08,122.814,110.425,10.989
0.6,calibrated,0.7,gcs_robust,10,126.842,8.6625,327.36,122.814,110.425,16.417
0.6,calibrated,0.7,gcs_thresholded,10,109.027,6.6125,300.08,122.814,110.425,-1.398
0.6,calibrated,0.7,replan_on_failure,10,110.425,6.7875,64.0,122.814,110.425,0.0
0.6,calibrated,0.85,gcs_eager,10,119.614,8.2,272.8,119.614,109.725,9.889
0.6,calibrated,0.85,gcs_lazy,10,117.839,7.925,300.08,119.614,109.725,8.114
0.6,calibrated,0.85,gcs_robust,10,125.792,8.75,327.36,119.614,109.725,16.067
0.6,calibrated,0.85,gcs_thresholded,10,100.5,5.525,300.08,119.614,109.725,-9.225
0.6,calibrated,0.85,replan_on_failure,10,109.725,6.875,64.0,119.614,109.725,0.0
0.6,overconfident,0.55,gcs_eager,10,120.505,8.35,273.0,120.505,111.3,9.205
0.6,overconfident,0.55,gcs_lazy,10,120.455,8.3375,300.3,120.505,111.3,9.155
0.6,overconfident,0.55,gcs_robust,10,126.815,8.9125,327.6,120.505,111.3,15.515
0.6,overconfident,0.55,gcs_thresholded,10,119.23,8.15,300.3,120.505,111.3,7.93
0.6,overconfident,0.55,replan_on_failure,10,111.3,7.1375,64.0,120.505,111.3,0.0
0.6,overconfident,0.7,gcs_eager,10,118.373,7.85,272.6,118.373,112.025,6.348
0.6,overconfident,0.7,gcs_lazy,10,121.848,8.35,299.86,118.373,112.025,9.823
0.6,overconfident,0.7,gcs_robust,10,125.994,8.6,327.12,118.373,112.025,13.969
0.6,overconfident,0.7,gcs_thresholded,10,118.323,7.8375,299.86,118.373,112.025,6.298
0.6,overconfident,0.7,replan_on_failure,10,112.025,7.1375,64.0,118.373,112.025,0.0
0.6,overconfident,0.85,gcs_eager,10,120.889,8.4125,272.8,120.889,108.3,12.589
0.6,overconfident,0.85,gcs_lazy,10,118.714,8.0875,300.08,120.889,108.3,10.414
0.6,overconfident,0.85,gcs_robust,10,124.442,8.5625,327.36,120.889,108.3,16.142
0.6,overconfident,0.85,gcs_thresholded,10,119.039,8.1625,300.08,120.889,108.3,10.739
0.6,overconfident,0.85,replan_on_failure,10,108.3,6.6875,64.0,120.889,108.3,0.0
0.6,underconfident,0.55,gcs_eager,10,120.972,8.075,272.9,120.972,112.475,8.497
0.6,underconfident,0.55,gcs_lazy,10,121.872,8.1875,300.19,120.972,112.475,9.397
0.6,underconfident,0.55,gcs_robust,10,126.516,8.5375,327.48,120.972,112.475,14.041
0.6,underconfident,0.55,gcs_thresholded,10,111.433,6.825,300.19,120.972,112.475,-1.042
0.6,underconfident,0.55,replan_on_failure,10,112.475,7.1,64.0,120.972,112.475,0.0
0.6,underconfident,0.7,gcs_eager,10,118.765,7.9125,272.5,118.765,107.35,11.415
0.6,underconfident,0.7,gcs_lazy,10,118.94,7.9625,299.75,118.765,107.35,11.59
0.6,underconfident,0.7,gcs_robust,10,126.17,8.625,327.0,118.765,107.35,18.82
0.6,underconfident,0.7,gcs_thresholded,10,101.2,5.4625,299.75,118.765,107.35,-6.15
0.6,underconfident,0.7,replan_on_failure,10,107.35,6.3875,64.0,118.765,107.35,0.0
0.6,underconfident,0.85,gcs_eager,10,120.006,8.1875,272.7,120.006,112.225,7.781
0.6,underconfident,0.85,gcs_lazy,10,119.156,8.0375,299.97,120.006,112.225,6.931
0.6,underconfident,0.85,gcs_robust,10,126.068,8.725,327.24,120.006,112.225,13.843
0.6,underconfident,0.85,gcs_thresholded,10,100.2,5.4125,299.97,120.006,112.225,-12.025
0.6,underconfident,0.85,replan_on_failure,10,112.225,7.1625,64.0,120.006,112.225,0.0
0.8,adversarial,0.55,gcs_eager,10,133.273,10.075,272.6,133.273,109.5,23.773
0.8,adversarial,0.55,gcs_lazy,10,131.473,9.825,299.86,133.273,109.5,21.973
0.8,adversarial,0.55,gcs_robust,10,140.369,10.775,327.12,133.273,109.5,30.869
0.8,adversarial,0.55,gcs_thresholded,10,132.098,9.8625,299.86,133.273,109.5,22.598
0.8,adversarial,0.55,replan_on_failure,10,109.5,6.7875,64.0,133.273,109.5,0.0
0.8,adversarial,0.7,gcs_eager,10,132.714,10.1875,272.8,132.714,110.875,21.839
0.8,adversarial,0.7,gcs_lazy,10,132.339,10.1125,300.08,132.714,110.875,21.464
0.8,adversarial,0.7,gcs_robust,10,140.967,11.0625,327.36,132.714,110.875,30.092
0.8,adversarial,0.7,gcs_thresholded,10,94.753,4.5625,300.08,132.714,110.875,-16.122
0.8,adversarial,0.7,replan_on_failure,10,110.875,7.0125,64.0,132.714,110.875,0.0
0.8,adversarial,0.85,gcs_eager,10,133.072,10.1875,272.9,133.072,115.3,17.772
0.8,adversarial,0.85,gcs_lazy,10,134.072,10.325,300.19,133.072,115.3,18.772
0.8,adversarial,0.85,gcs_robust,10,142.141,11.15,327.48,133.072,115.3,26.841
0.8,adversarial,0.85,gcs_thresholded,10,92.268,4.2,300.19,133.072,115.3,-23.032
0.8,adversarial,0.85,replan_on_failure,10,115.3,7.6625,64.0,133.072,115.3,0.0
0.8,calibrated,0.55,gcs_eager,10,136.197,10.75,272.9,136.197,114.25,21.947
0.8,calibrated,0.55,gcs_lazy,10,135.822,10.65,300.19,136.197,114.25,21.572
0.8,calibrated,0.55,gcs_robust,10,144.416,11.6,327.48,136.197,114.25,30.166
0.8,calibrated,0.55,gcs_thresholded,10,133.764,10.3625,300.19,136.197,114.25,19.514
0.8,calibrated,0.55,replan_on_failure,10,114.25,7.6,64.0,136.197,114.25,0.0
0.8,calibrated,0.7,gcs_eager,10,134.33,10.4875,273.0,134.33,110.525,23.805
0.8,calibrated,0.7,gcs_lazy,10,135.205,10.525,300.3,134.33,110.525,24.68
0.8,calibrated,0.7,gcs_robust,10,144.54,11.575,327.6,134.33,110.525,34.015
0.8,calibrated,0.7,gcs_thresholded,10,111.121,7.0875,300.3,134.33,110.525,0.596
0.8,calibrated,0.7,replan_on_failure,10,110.525,7.0125,64.0,134.33,110.525,0.0
0.8,calibrated,0.85,gcs_eager,10,137.106,10.475,272.7,137.106,110.025,27.081
0.8,calibrated,0.85,gcs_lazy,10,135.106,10.1875,299.97,137.106,110.025,25.081
0.8,calibrated,0.85,gcs_robust,10,143.518,11.025,327.24,137.106,110.025,33.493
0.8,calibrated,0.85,gcs_thresholded,10,100.875,5.4,299.97,137.106,110.025,-9.15
0.8,calibrated,0.85,replan_on_failure,10,110.025,6.7625,64.0,137.106,110.025,0.0
0.8,overconfident,0.55,gcs_eager,10,134.523,10.4125,272.6,134.523,111.325,23.198
0.8,overconfident,0.55,gcs_lazy,10,132.123,10.0375,299.86,134.523,111.325,20.798
0.8,overconfident,0.55,gcs_robust,10,140.994,11.0125,327.12,134.523,111.325,29.669
0.8,overconfident,0.55,gcs_thresholded,10,133.373,10.225,299.86,134.523,111.325,22.048
0.8,overconfident,0.55,replan_on_failure,10,111.325,7.15,64.0,134.523,111.325,0.0
0.8,overconfident,0.7,gcs_eager,10,135.797,10.4375,272.9,135.797,112.0,23.797
0.8,overconfident,0.7,gcs_lazy,10,134.897,10.325,300.19,135.797,112.0,22.897
0.8,overconfident,0.7,gcs_robust,10,141.916,10.9875,327.48,135.797,112.0,29.916
0.8,overconfident,0.7,gcs_thresholded,10,134.072,10.15,300.19,135.797,112.0,22.072
0.8,overconfident,0.7,replan_on_failure,10,112.0,7.05,64.0,135.797,112.0,0.0
0.8,overconfident,0.85,gcs_eager,10,130.573,9.7625,272.6,130.573,111.55,19.023
0.8,overconfident,0.85,gcs_lazy,10,132.473,10.0875,299.86,130.573,111.55,20.923
0.8,overconfident,0.85,gcs_robust,10,140.919,10.925,327.12,130.573,111.55,29.369
0.8,overconfident,0.85,gcs_thresholded,10,133.098,10.15,299.86,130.573,111.55,21.548
0.8,overconfident,0.85,replan_on_failure,10,111.55,7.1,64.0,130.573,111.55,0.0
0.8,underconfident,0.55,gcs_eager,10,139.03,10.8625,273.0,139.03,113.9,25.13
0.8,underconfident,0.55,gcs_lazy,10,138.53,10.75,300.3,139.03,113.9,24.63
0.8,underconfident,0.55,gcs_robust,10,147.29,11.725,327.6,139.03,113.9,33.39
0.8,underconfident,0.55,gcs_thresholded,10,121.353,8.375,300.3,139.03,113.9,7.453
0.8,underconfident,0.55,replan_on_failure,10,113.9,7.4125,64.0,139.03,113.9,0.0
0.8,underconfident,0.7,gcs_eager,10,133.631,10.0375,272.7,133.631,110.275,23.356
0.8,underconfident,0.7,gcs_lazy,10,134.981,10.25,299.97,133.631,110.275,24.706
0.8,underconfident,0.7,gcs_robust,10,142.293,11.0125,327.24,133.631,110.275,32.018
0.8,underconfident,0.7,gcs_thresholded,10,100.225,5.35,299.97,133.631,110.275,-10.05
0.8,underconfident,0.7,replan_on_failure,10,110.275,6.8625,64.0,133.631,110.275,0.0
0.8,underconfident,0.85,gcs_eager,10,133.197,10.0875,272.9,133.197,108.7,24.497
0.8,underconfident,0.85,gcs_lazy,10,132.497,9.975,300.19,133.197,108.7,23.797
0.8,underconfident,0.85,gcs_robust,10,140.941,10.825,327.48,133.197,108.7,32.241
0.8,underconfident,0.85,gcs_thresholded,10,99.725,5.325,300.19,133.197,108.7,-8.975
0.8,underconfident,0.85,replan_on_failure,10,108.7,6.6375,64.0,133.197,108.7,0.0
1.0,adversarial,0.55,gcs_eager,10,149.048,12.3,272.6,149.048,113.925,35.123
1.0,adversarial,0.55,gcs_lazy,10,149.048,12.3,299.86,149.048,113.925,35.123
1.0,adversarial,0.55,gcs_robust,10,151.544,12.3,327.12,149.048,113.925,37.619
1.0,adversarial,0.55,gcs_thresholded,10,149.048,12.3,299.86,149.048,113.925,35.123
1.0,adversarial,0.55,replan_on_failure,10,113.925,7.3,64.0,149.048,113.925,0.0
1.0,adversarial,0.7,gcs_eager,10,149.472,12.2,272.9,149.472,112.575,36.897
1.0,adversarial,0.7,gcs_lazy,10,149.472,12.2,300.19,149.472,112.575,36.897
1.0,adversarial,0.7,gcs_robust,10,152.016,12.2,327.48,149.472,112.575,39.441
1.0,adversarial,0.7,gcs_thresholded,10,101.98,5.475,300.19,149.472,112.575,-10.595
1.0,adversarial,0.7,replan_on_failure,10,112.575,7.025,64.0,149.472,112.575,0.0
1.0,adversarial,0.85,gcs_eager,10,144.472,11.9,272.9,144.472,111.45,33.022
1.0,adversarial,0.85,gcs_lazy,10,144.472,11.9,300.19,144.472,111.45,33.022
1.0,adversarial,0.85,gcs_robust,10,147.016,11.9,327.48,144.472,111.45,35.566
1.0,adversarial,0.85,gcs_thresholded,10,100.471,5.375,300.19,144.472,111.45,-10.979
1.0,adversarial,0.85,replan_on_failure,10,111.45,7.1125,64.0,144.472,111.45,0.0
1.0,calibrated,0.55,gcs_eager,10,148.464,12.4,272.8,148.464,111.9,36.564
1.0,calibrated,0.55,gcs_lazy,10,148.464,12.4,300.08,148.464,111.9,36.564
1.0,calibrated,0.55,gcs_robust,10,150.992,12.4,327.36,148.464,111.9,39.092
1.0,calibrated,0.55,gcs_thresholded,10,143.45,11.6375,300.08,148.464,111.9,31.55
1.0,calibrated,0.55,replan_on_failure,10,111.9,7.1625,64.0,148.464,111.9,0.0
1.0,calibrated,0.7,gcs_eager,10,149.264,12.5,272.8,149.264,113.925,35.339
1.0,calibrated,0.7,gcs_lazy,10,149.264,12.5,300.08,149.264,113.925,35.339
1.0,calibrated,0.7,gcs_robust,10,151.792,12.5,327.36,149.264,113.925,37.867
1.0,calibrated,0.7,gcs_thresholded,10,117.624,7.9625,300.08,149.264,113.925,3.699
1.0,calibrated,0.7,replan_on_failure,10,113.925,7.4875,64.0,149.264,113.925,0.0
1.0,calibrated,0.85,gcs_eager,10,142.656,12.0,272.7,142.656,107.25,35.406
1.0,calibrated,0.85,gcs_lazy,10,142.656,12.0,299.97,142.656,107.25,35.406
1.0,calibrated,0.85,gcs_robust,10,145.168,12.0,327.24,142.656,107.25,37.918
1.0,calibrated,0.85,gcs_thresholded,10,99.425,5.4625,299.97,142.656,107.25,-7.825
1.0,calibrated,0.85,replan_on_failure,10,107.25,6.7,64.0,142.656,107.25,0.0
1.0,overconfident,0.55,gcs_eager,10,142.248,11.5,272.6,142.248,105.375,36.873
1.0,overconfident,0.55,gcs_lazy,10,142.248,11.5,299.86,142.248,105.375,36.873
1.0,overconfident,0.55,gcs_robust,10,144.744,11.5,327.12,142.248,105.375,39.369
1.0,overconfident,0.55,gcs_thresholded,10,142.248,11.5,299.86,142.248,105.375,36.873
1.0,overconfident,0.55,replan_on_failure,10,105.375,6.175,64.0,142.248,105.375,0.0
1.0,overconfident,0.7,gcs_eager,10,142.656,11.7,272.7,142.656,109.275,33.381
1.0,overconfident,0.7,gcs_lazy,10,142.656,11.7,299.97,142.656,109.275,33.381
1.0,overconfident,0.7,gcs_robust,10,145.168,11.7,327.24,142.656,109.275,35.893
1.0,overconfident,0.7,gcs_thresholded,10,142.656,11.7,299.97,142.656,109.275,33.381
1.0,overconfident,0.7,replan_on_failure,10,109.275,6.85,64.0,142.656,109.275,0.0
1.0,overconfident,0.85,gcs_eager,10,145.864,12.1,272.8,145.864,107.95,37.914
1.0,overconfident,0.85,gcs_lazy,10,145.864,12.1,300.08,145.864,107.95,37.914
1.0,overconfident,0.85,gcs_robust,10,148.392,12.1,327.36,145.864,107.95,40.442
1.0,overconfident,0.85,gcs_thresholded,10,145.864,12.1,300.08,145.864,107.95,37.914
1.0,overconfident,0.85,replan_on_failure,10,107.95,6.6,64.0,145.864,107.95,0.0
1.0,underconfident,0.55,gcs_eager,10,147.472,12.3,272.9,147.472,110.475,36.997
1.0,underconfident,0.55,gcs_lazy,10,147.472,12.3,300.19,147.472,110.475,36.997
1.0,underconfident,0.55,gcs_robust,10,150.016,12.3,327.48,147.472,110.475,39.541
1.0,underconfident,0.55,gcs_thresholded,10,126.825,9.2875,300.19,147.472,110.475,16.35
1.0,underconfident,0.55,replan_on_failure,10,110.475,6.9625,64.0,147.472,110.475,0.0
1.0,underconfident,0.7,gcs_eager,10,143.072,11.7,272.9,143.072,111.975,31.097
1.0,underconfident,0.7,gcs_lazy,10,143.072,11.7,300.19,143.072,111.975,31.097
1.0,underconfident,0.7,gcs_robust,10,145.616,11.7,327.48,143.072,111.975,33.641
1.0,underconfident,0.7,gcs_thresholded,10,100.325,5.475,300.19,143.072,111.975,-11.65
1.0,underconfident,0.7,replan_on_failure,10,111.975,7.2375,64.0,143.072,111.975,0.0
1.0,underconfident,0.85,gcs_eager,10,146.648,12.2,272.6,146.648,111.95,34.698
1.0,underconfident,0.85,gcs_lazy,10,146.648,12.2,299.86,146.648,111.95,34.698
1.0,underconfident,0.85,gcs_robust,10,149.144,12.2,327.12,146.648,111.95,37.194
1.0,underconfident,0.85,gcs_thresholded,10,98.35,5.175,299.86,146.648,111.95,-13.6
1.0,underconfident,0.85,replan_on_failure,10,111.95,7.2125,64.0,146.648,111.95,0.0
