probe_cost,failure_penalty,irreversible_rate,method,rows,mean_cost,mean_failures,mean_representation_size,mean_gcs_cost,mean_replan_cost,delta_vs_replan
6.0,0.5,0.75,probe_all_local,10,158.8,0.0,272.8,158.8,83.525,75.275
6.0,0.5,0.75,replan_on_failure,10,83.525,7.2125,64.0,158.8,83.525,0.0
6.0,1.0,0.0,behavior_tree_fallback,10,80.9125,5.6375,207.7,158.2,85.1125,-4.2
6.0,1.0,0.0,gcs_eager,10,158.2,0.0,272.7,158.2,85.1125,73.0875
6.0,1.0,0.0,gcs_lazy,10,80.9125,5.6375,299.97,158.2,85.1125,-4.2
6.0,1.0,0.0,oracle_assignment,10,64.0,0.0,64.0,158.2,85.1125,-21.1125
6.0,1.0,0.0,probe_all_local,10,158.2,0.0,272.7,158.2,85.1125,73.0875
6.0,1.0,0.0,replan_on_failure,10,85.1125,7.0375,64.0,158.2,85.1125,0.0
6.0,1.0,0.25,behavior_tree_fallback,10,126.5875,3.7625,207.9,159.4,86.80625,39.78125
6.0,1.0,0.25,gcs_eager,10,159.4,0.0,272.9,159.4,86.80625,72.59375
6.0,1.0,0.25,gcs_lazy,10,79.575,4.9875,300.19,159.4,86.80625,-7.23125
6.0,1.0,0.25,oracle_assignment,10,64.0,0.0,64.0,159.4,86.80625,-22.80625
6.0,1.0,0.25,probe_all_local,10,159.4,0.0,272.9,159.4,86.80625,72.59375
6.0,1.0,0.25,replan_on_failure,10,86.80625,7.3125,64.0,159.4,86.80625,0.0
6.0,1.0,0.5,behavior_tree_fallback,10,135.475,2.925,207.6,157.6,87.31875,48.15625
6.0,1.0,0.5,gcs_eager,10,157.6,0.0,272.6,157.6,87.31875,70.28125
6.0,1.0,0.5,gcs_lazy,10,82.1375,5.6,299.86,157.6,87.31875,-5.18125
6.0,1.0,0.5,oracle_assignment,10,64.0,0.0,64.0,157.6,87.31875,-23.31875
6.0,1.0,0.5,probe_all_local,10,157.6,0.0,272.6,157.6,87.31875,70.28125
6.0,1.0,0.5,replan_on_failure,10,87.31875,7.1875,64.0,157.6,87.31875,0.0
6.0,1.0,0.75,behavior_tree_fallback,10,153.025,1.1,208.0,160.0,88.55,64.475
6.0,1.0,0.75,gcs_eager,10,160.0,0.0,273.0,160.0,88.55,71.45
6.0,1.0,0.75,gcs_lazy,10,82.175,5.35,300.3,160.0,88.55,-6.375
6.0,1.0,0.75,oracle_assignment,10,64.0,0.0,64.0,160.0,88.55,-24.55
6.0,1.0,0.75,probe_all_local,10,160.0,0.0,273.0,160.0,88.55,71.45
6.0,1.0,0.75,replan_on_failure,10,88.55,7.225,64.0,160.0,88.55,0.0
6.0,2.0,0.0,behavior_tree_fallback,10,85.4,5.35,207.8,158.8,91.35,-5.95
6.0,2.0,0.0,gcs_eager,10,158.8,0.0,272.8,158.8,91.35,67.45
6.0,2.0,0.0,gcs_lazy,10,85.4,5.35,300.08,158.8,91.35,-5.95
6.0,2.0,0.0,oracle_assignment,10,64.0,0.0,64.0,158.8,91.35,-27.35
6.0,2.0,0.0,probe_all_local,10,158.8,0.0,272.8,158.8,91.35,67.45
6.0,2.0,0.0,replan_on_failure,10,91.35,6.8375,64.0,158.8,91.35,0.0
6.0,2.0,0.25,behavior_tree_fallback,10,128.9,3.5875,207.7,158.2,93.0375,35.8625
6.0,2.0,0.25,gcs_eager,10,158.2,0.0,272.7,158.2,93.0375,65.1625
6.0,2.0,0.25,gcs_lazy,10,87.2875,5.375,299.97,158.2,93.0375,-5.75
6.0,2.0,0.25,oracle_assignment,10,64.0,0.0,64.0,158.2,93.0375,-29.0375
6.0,2.0,0.25,probe_all_local,10,158.2,0.0,272.7,158.2,93.0375,65.1625
6.0,2.0,0.25,replan_on_failure,10,93.0375,6.7625,64.0,158.2,93.0375,0.0
6.0,2.0,0.5,behavior_tree_fallback,10,140.525,2.9125,207.6,157.6,95.5,45.025
6.0,2.0,0.5,gcs_eager,10,157.6,0.0,272.6,157.6,95.5,62.1
6.0,2.0,0.5,gcs_lazy,10,86.65,5.1125,299.86,157.6,95.5,-8.85
6.0,2.0,0.5,oracle_assignment,10,64.0,0.0,64.0,157.6,95.5,-31.5
6.0,2.0,0.5,probe_all_local,10,157.6,0.0,272.6,157.6,95.5,62.1
6.0,2.0,0.5,replan_on_failure,10,95.5,7.0375,64.0,157.6,95.5,0.0
6.0,2.0,0.75,behavior_tree_fallback,10,149.65,1.3125,207.7,158.2,95.6875,53.9625
6.0,2.0,0.75,gcs_eager,10,158.2,0.0,272.7,158.2,95.6875,62.5125
6.0,2.0,0.75,gcs_lazy,10,89.25,5.3125,299.97,158.2,95.6875,-6.4375
6.0,2.0,0.75,oracle_assignment,10,64.0,0.0,64.0,158.2,95.6875,-31.6875
6.0,2.0,0.75,probe_all_local,10,158.2,0.0,272.7,158.2,95.6875,62.5125
6.0,2.0,0.75,replan_on_failure,10,95.6875,6.675,64.0,158.2,95.6875,0.0
6.0,4.0,0.0,behavior_tree_fallback,10,95.95,5.325,207.8,158.8,104.575,-8.625
6.0,4.0,0.0,gcs_eager,10,158.8,0.0,272.8,158.8,104.575,54.225
6.0,4.0,0.0,gcs_lazy,10,95.95,5.325,300.08,158.8,104.575,-8.625
6.0,4.0,0.0,oracle_assignment,10,64.0,0.0,64.0,158.8,104.575,-40.575
6.0,4.0,0.0,probe_all_local,10,158.8,0.0,272.8,158.8,104.575,54.225
6.0,4.0,0.0,replan_on_failure,10,104.575,6.7625,64.0,158.8,104.575,0.0
6.0,4.0,0.25,behavior_tree_fallback,10,134.65,4.075,207.6,157.6,106.725,27.925
6.0,4.0,0.25,gcs_eager,10,157.6,0.0,272.6,157.6,106.725,50.875
6.0,4.0,0.25,gcs_lazy,10,100.55,5.5875,299.86,157.6,106.725,-6.175
6.0,4.0,0.25,oracle_assignment,10,64.0,0.0,64.0,157.6,106.725,-42.725
6.0,4.0,0.25,probe_all_local,10,157.6,0.0,272.6,157.6,106.725,50.875
6.0,4.0,0.25,replan_on_failure,10,106.725,6.5625,64.0,157.6,106.725,0.0
6.0,4.0,0.5,behavior_tree_fallback,10,149.05,2.3125,207.6,157.6,109.075,39.975
6.0,4.0,0.5,gcs_eager,10,157.6,0.0,272.6,157.6,109.075,48.525
6.0,4.0,0.5,gcs_lazy,10,102.575,5.4,299.86,157.6,109.075,-6.5
6.0,4.0,0.5,oracle_assignment,10,64.0,0.0,64.0,157.6,109.075,-45.075
6.0,4.0,0.5,probe_all_local,10,157.6,0.0,272.6,157.6,109.075,48.525
6.0,4.0,0.5,replan_on_failure,10,109.075,6.3125,64.0,157.6,109.075,0.0
6.0,4.0,0.75,behavior_tree_fallback,10,154.525,1.05,207.9,159.4,118.375,36.15
6.0,4.0,0.75,gcs_eager,10,159.4,0.0,272.9,159.4,118.375,41.025
6.0,4.0,0.75,gcs_lazy,10,104.1,5.275,300.19,159.4,118.375,-14.275
6.0,4.0,0.75,oracle_assignment,10,64.0,0.0,64.0,159.4,118.375,-54.375
6.0,4.0,0.75,probe_all_local,10,159.4,0.0,272.9,159.4,118.375,41.025
6.0,4.0,0.75,replan_on_failure,10,118.375,7.1625,64.0,159.4,118.375,0.0
6.0,8.0,0.0,behavior_tree_fallback,10,118.75,5.475,207.7,158.2,132.0,-13.25
6.0,8.0,0.0,gcs_eager,10,158.2,0.0,272.7,158.2,132.0,26.2
6.0,8.0,0.0,gcs_lazy,10,118.75,5.475,299.97,158.2,132.0,-13.25
6.0,8.0,0.0,oracle_assignment,10,64.0,0.0,64.0,158.2,132.0,-68.0
6.0,8.0,0.0,probe_all_local,10,158.2,0.0,272.7,158.2,132.0,26.2
6.0,8.0,0.0,replan_on_failure,10,132.0,6.8,64.0,158.2,132.0,0.0
6.0,8.0,0.25,behavior_tree_fallback,10,152.325,4.175,207.9,159.4,137.45,14.875
6.0,8.0,0.25,gcs_eager,10,159.4,0.0,272.9,159.4,137.45,21.95
6.0,8.0,0.25,gcs_lazy,10,124.175,5.025,300.19,159.4,137.45,-13.275
6.0,8.0,0.25,oracle_assignment,10,64.0,0.0,64.0,159.4,137.45,-73.45
6.0,8.0,0.25,probe_all_local,10,159.4,0.0,272.9,159.4,137.45,21.95
6.0,8.0,0.25,replan_on_failure,10,137.45,6.775,64.0,159.4,137.45,0.0
6.0,8.0,0.5,behavior_tree_fallback,10,158.825,2.4625,208.0,160.0,148.05,10.775
6.0,8.0,0.5,gcs_eager,10,160.0,0.0,273.0,160.0,148.05,11.95
6.0,8.0,0.5,gcs_lazy,10,133.0,5.0375,300.3,160.0,148.05,-15.05
6.0,8.0,0.5,oracle_assignment,10,64.0,0.0,64.0,160.0,148.05,-84.05
6.0,8.0,0.5,probe_all_local,10,160.0,0.0,273.0,160.0,148.05,11.95
6.0,8.0,0.5,replan_on_failure,10,148.05,6.875,64.0,160.0,148.05,0.0
6.0,8.0,0.75,behavior_tree_fallback,10,160.75,1.0125,207.9,159.4,157.375,3.375
6.0,8.0,0.75,gcs_eager,10,159.4,0.0,272.9,159.4,157.375,2.025
6.0,8.0,0.75,gcs_lazy,10,138.625,4.65,300.19,159.4,157.375,-18.75
6.0,8.0,0.75,oracle_assignment,10,64.0,0.0,64.0,159.4,157.375,-93.375
6.0,8.0,0.75,probe_all_local,10,159.4,0.0,272.9,159.4,157.375,2.025
6.0,8.0,0.75,replan_on_failure,10,157.375,7.0125,64.0,159.4,157.375,0.0
